SKU,Brand,Line,Subline,Series,Wrestler,Year,Category,attribute:pa_brand,attribute:pa_line,attribute:pa_subline,attribute:pa_series,attribute:pa_wrestler,attribute:pa_year-attrib,images
Elite250,Mattel,Elite,Elites,Series 40,Tyson Kidd,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 40,Tyson Kidd,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 40/Tyson Kidd.jpg
Elite251,Mattel,Elite,Elites,Series 40,Umaga,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 40,Umaga,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 40/Umaga.jpg
Elite252,Mattel,Elite,Elites,Series 40,Rick Rude,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 40,Rick Rude,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 40/Rick Rude.jpg
Elite253,Mattel,Elite,Elites,Series 40,IRS,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 40,IRS,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 40/IRS.jpg
Elite254,Mattel,Elite,Elites,Series 41,Ryback,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 41,Ryback,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 41/Ryback.jpg
Elite255,Mattel,Elite,Elites,Series 41,Dean Ambrose,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 41,Dean Ambrose,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 41/Dean Ambrose.jpg
Elite256,Mattel,Elite,Elites,Series 41,Terry Funk,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 41,Terry Funk,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 41/Terry Funk.jpg
Elite257,Mattel,Elite,Elites,Series 41,1-2-3 Kid,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 41,1-2-3 Kid,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 41/1-2-3 Kid.jpg
Elite258,Mattel,Elite,Elites,Series 41,Lita,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 41,Lita,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 41/Lita.jpg
Elite259,Mattel,Elite,Elites,Series 41,Finn Balor,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 41,Finn Balor,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 41/Finn Balor.jpg
Elite260,Mattel,Elite,Elites,Series 42,Nasty Boy Jerry Sags,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 42,Nasty Boy Jerry Sags,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 42/Nasty Boy Jerry Sags.jpg
Elite261,Mattel,Elite,Elites,Series 42,Nasty Boy Brian Knobbs,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 42,Nasty Boy Brian Knobbs,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 42/Nasty Boy Brian Knobbs.jpg
Elite262,Mattel,Elite,Elites,Series 42,Kalisto,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 42,Kalisto,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 42/Kalisto.jpg
Elite263,Mattel,Elite,Elites,Series 42,Xavier Woods,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 42,Xavier Woods,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 42/Xavier Woods.jpg
Elite264,Mattel,Elite,Elites,Series 42,Triple H,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 42,Triple H,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 42/Triple H.jpg
Elite265,Mattel,Elite,Elites,Series 42,Neville,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 42,Neville,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 42/Neville.jpg
Elite266,Mattel,Elite,Elites,Series 43,Alberto Del Rio,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 43,Alberto Del Rio,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 43/Alberto Del Rio.jpg
Elite267,Mattel,Elite,Elites,Series 43,Kevin Owens,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 43,Kevin Owens,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 43/Kevin Owens.jpg
Elite268,Mattel,Elite,Elites,Series 43,Kofi Kingston,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 43,Kofi Kingston,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 43/Kofi Kingston.jpg
Elite269,Mattel,Elite,Elites,Series 43,Bret the Hitman Hart,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 43,Bret the Hitman Hart,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 43/Bret the Hitman Hart.jpg
Elite270,Mattel,Elite,Elites,Series 43,Jim the Anvil Neidhart,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 43,Jim the Anvil Neidhart,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 43/Jim the Anvil Neidhart.jpg
Elite271,Mattel,Elite,Elites,Series 43,Samoa Joe,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 43,Samoa Joe,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 43/Samoa Joe.jpg
Elite272,Mattel,Elite,Elites,Series 44,Macho Man Randy Savage,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 44,Macho Man Randy Savage,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 44/Macho Man Randy Savage.jpg
Elite273,Mattel,Elite,Elites,Series 44,Big E,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 44,Big E,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 44/Big E.jpg
Elite274,Mattel,Elite,Elites,Series 44,Sasha Banks,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 44,Sasha Banks,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 44/Sasha Banks.jpg
Elite275,Mattel,Elite,Elites,Series 44,Braun Strowman,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 44,Braun Strowman,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 44/Braun Strowman.jpg
Elite276,Mattel,Elite,Elites,Series 44,Sin Cara,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 44,Sin Cara,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 44/Sin Cara.jpg
Elite277,Mattel,Elite,Elites,Series 44,Tugboat,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 44,Tugboat,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 44/Tugboat.jpg
Elite278,Mattel,Elite,Elites,Series 45,D-Von Dudley,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 45,D-Von Dudley,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 45/D-Von Dudley.jpg
Elite279,Mattel,Elite,Elites,Series 45,Bubba Ray Dudley,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 45,Bubba Ray Dudley,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 45/Bubba Ray Dudley.jpg
Elite280,Mattel,Elite,Elites,Series 45,Roman Reigns,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 45,Roman Reigns,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 45/Roman Reigns.jpg
Elite281,Mattel,Elite,Elites,Series 45,Seth Rollins,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 45,Seth Rollins,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 45/Seth Rollins.jpg
Elite282,Mattel,Elite,Elites,Series 45,Lord Steven Regal,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 45,Lord Steven Regal,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 45/Lord Steven Regal.jpg
Elite283,Mattel,Elite,Elites,Series 45,Narcissist Lex Luger,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 45,Narcissist Lex Luger,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 45/Narcissist Lex Luger.jpg
Elite284,Mattel,Elite,Elites,Series 46,John Cena,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 46,John Cena,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 46/John Cena.jpg
Elite285,Mattel,Elite,Elites,Series 46,Rusev,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 46,Rusev,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 46/Rusev.jpg
Elite286,Mattel,Elite,Elites,Series 46,Finn Balor,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 46,Finn Balor,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 46/Finn Balor.jpg
Elite287,Mattel,Elite,Elites,Series 46,Booker T,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 46,Booker T,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 46/Booker T.jpg
Elite288,Mattel,Elite,Elites,Series 46,Stevie Ray,2016,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 46,Stevie Ray,2016,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 46/Stevie Ray.jpg
